"goal","raised","backers","comments","parentCat","lat","lon"
1500,1513,27,0,"Music",38.5816,-121.494
7000,7170,144,8,"Theater",38.9284,-77.056
10000,14075,66,0,"Food",37.7749,-122.419
30000,1675,9,1,"Photography",18.221,42.5035
500,880,44,1,"Film & Video",51.5586,-0.197855
33000,5587,68,0,"Food",40.7608,-111.891
3000,1838,29,0,"Music",42.5334,-83.1463
4500,690,13,0,"Theater",40.7143,-74.006
500,3307,151,13,"Film & Video",41.4489,-82.708
10000,410,6,0,"Film & Video",33.9908,-118.46
8000,8300,136,6,"Music",27.9494,-82.4651
1150,1441,44,3,"Theater",28.5383,-81.3792
30000,31125,276,1,"Music",43.5391,-80.2476
5000,5640,84,0,"Theater",40.7143,-74.006
5500,27047.53,689,220,"Games",40.7608,-111.891
25000,28148.91,654,55,"Music",27.9494,-82.4651
20000,23499,312,13,"Games",44.98,-93.2638
5000,8280,107,6,"Film & Video",45.5235,-122.676
2247.31,2349.01,18,11,"Publishing",-41.2925,174.773
300,346,7,2,"Art",40.0379,-76.3055
1000,91,6,0,"Film & Video",14.6031,120.992
20800,1102.53,16,2,"Photography",-8.40118,114.78
2500,1898,38,0,"Music",37.8044,-122.271
2500,6055,229,9,"Music",40.65,-73.95
12000,2035,20,1,"Film & Video",39.0997,-94.5786
15000,605,21,2,"Games",51.5586,-0.197855
5000,13262,107,1,"Publishing",40.7143,-74.006
25000,5993,44,0,"Film & Video",41.85,-87.6501
25000,3368,62,0,"Comics",39.9612,-82.9988
400,135,7,0,"Art",35.0845,-106.651
6000,2125,21,1,"Music",34.3917,-118.543
3000,145,6,0,"Music",36.1659,-86.7844
19995,25986,475,24,"Film & Video",43.6583,-71.499
30000,3147,63,0,"Film & Video",51.5586,-0.197855
6000,5632,77,18,"Comics",41.85,-87.6501
15000,719,15,0,"Dance",35.6009,-82.554
8000,6552.14,100,0,"Film & Video",34.0522,-118.244
3000,135,5,0,"Film & Video",37.7749,-122.419
3000,1984,49,0,"Film & Video",34.0522,-118.244
4000,7550.55,167,8,"Music",45.5235,-122.676
2000,550,11,0,"Publishing",41.8265,-72.7301
7500,8173.76,166,66,"Music",0,0
15000,2620,38,0,"Dance",40.7143,-74.006
25000,27311,196,9,"Music",30.2672,-97.7431
125000,6013,4,0,"Film & Video",38.9284,-77.056
15000,9072,73,1,"Photography",50.8503,4.35171
1200,1487,20,0,"Music",41.4995,-81.6954
500,525,5,0,"Theater",40.7143,-74.006
3500,650,3,0,"Art",43.9962,-70.0606
5200,6007,137,1,"Film & Video",40.7143,-74.006
3000,3520,28,2,"Film & Video",41.85,-87.6501
12000,12100,82,0,"Film & Video",41.1578,-80.0887
4000,5000,81,10,"Music",38.647,-90.225
3500,4545,46,1,"Film & Video",40.7143,-74.006
14000,25096.77,326,6,"Art",34.8526,-82.394
25000,220,6,0,"Food",34.0522,-118.244
7000,200,4,0,"Photography",30.2672,-97.7431
500,50,2,0,"Publishing",34.5034,-82.6501
50000,1725,23,0,"Film & Video",40.7143,-74.006
10000,98.21,4,2,"Film & Video",34.0522,-118.244
58000,6173,77,3,"Publishing",34.0522,-118.244
1100,2722,55,0,"Music",47.6062,-122.332
5000,35,2,0,"Photography",33.749,-84.388
15000,31,3,0,"Theater",43.0389,-87.9065
2500,2657,36,1,"Music",43.0731,-89.4012
15000,1255,31,3,"Games",41.4995,-81.6954
35000,9684,101,0,"Film & Video",30.2672,-97.7431
300000,61869,65,67,"Technology",29.7629,-95.3831
5000,3535,36,0,"Food",37.5351,-77.5855
4500,87,1,0,"Games",51.5586,-0.197855
105000,200,5,0,"Film & Video",33.7794,-118.352
4000,2019.2,46,0,"Design",40.7143,-74.006
5000,50,1,0,"Film & Video",34.0522,-118.244
2500,2295,191,1,"Technology",46.7776,23.5769
2000,2040,37,0,"Publishing",39.7684,-86.158
2500,1,1,0,"Publishing",43.4553,-76.5105
45000,125,3,0,"Dance",40.5769,-79.8889
5100,4038,29,0,"Art",43.1637,-73.0723
5000,0,0,0,"Theater",53.4138,-1.4258
16000,2420,21,0,"Film & Video",14.6335,-91.2313
50000,412998.64,1946,276,"Design",44.98,-93.2638
1000,775,15,0,"Fashion",40.5853,-105.084
3000,6291,127,12,"Music",40.7719,-73.9306
4000,0,0,0,"Music",28.8661,-81.6012
5000,5415,79,5,"Film & Video",37.7749,-122.419
500,500,11,0,"Dance",33.4148,-111.909
700,898,13,1,"Film & Video",34.1808,-118.309
33000,1432,27,14,"Design",47.2529,-122.444
15000,6613,71,9,"Film & Video",41.6539,-81.4504
6500,76,3,0,"Publishing",33.8901,-84.143
650,388,12,0,"Comics",33.8901,-84.143
2500,626.5,30,0,"Technology",33.4148,-111.909
6500,561,17,5,"Comics",33.749,-84.388
1500,471,14,0,"Comics",33.749,-84.388
1500,350,10,0,"Comics",33.749,-84.388
6000,670,14,2,"Games",36.4426,-83.5996
15000,15335,257,0,"Music",37.7749,-122.419
700,2082,176,12,"Technology",34.2781,-119.197
6000,3917,152,4,"Design",41.85,-87.6501
14000,12682,361,15,"Photography",40.7143,-74.006
8000,6733,72,2,"Comics",40.7644,-73.8233
5000,1990,36,0,"Games",27.9494,-82.4651
10000,13156,158,25,"Film & Video",30.2672,-97.7431
1000,1406,73,8,"Games",37.7749,-122.419
8000,18114.92,674,44,"Photography",42.6526,-73.7562
4500,6167,114,3,"Music",47.6062,-122.332
8000,9305,83,12,"Music",39.7392,-104.985
1024,1227,70,3,"Publishing",42.3584,-71.0598
100000,121442.15,3424,303,"Games",33.4223,-111.823
1650,4852,112,7,"Photography",40.5865,-122.392
3000,3030,63,4,"Art",40.77,-119.199
7200,11508,124,16,"Publishing",40.7143,-74.006
5395,6559,52,7,"Music",42.8509,-72.5579
2000,2108.01,23,0,"Games",37.7749,-122.419
10000,23946.01,418,26,"Art",41.8661,-88.107
30000,30953,153,1,"Film & Video",39.75,39.5
2000,4876,101,0,"Film & Video",37.7749,-122.419
4000,4017,25,0,"Film & Video",41.577,-73.4085
500,500,18,1,"Music",32.803,-96.7699
300,731,13,0,"Film & Video",34.005,-118.81
3000,3451,36,2,"Music",41.0762,-73.8587
3500,3809,33,0,"Art",37.7749,-122.419
500,25,1,0,"Publishing",40.0444,-111.732
30000,0,0,0,"Fashion",51.5586,-0.197855
4000,50,3,0,"Art",38.2542,-85.7594
300,325,14,0,"Publishing",40.7143,-74.006
6000,16236.58,424,28,"Music",39.7392,-104.985
10000,10025,42,7,"Food",40.015,-105.271
1000,1327,57,14,"Publishing",40.0444,-111.732
200,276,8,0,"Publishing",29.9647,-90.0706
5000,5388.79,118,1,"Film & Video",29.9647,-90.0706
5000,6286.66,166,6,"Theater",29.9647,-90.0706
50000,83577.6,2729,1144,"Games",53.9,27.5667
1500,1545,22,1,"Publishing",39.2904,-76.6122
455,663,15,2,"Theater",40.65,-73.95
15000,65618.11,440,74,"Design",40.7143,-74.006
10000,1497,20,0,"Film & Video",40.7143,-74.006
2000,100,3,0,"Fashion",33.749,-84.388
6000,40,3,0,"Film & Video",40.899,-74.0926
12500,3156,44,0,"Food",33.9558,-83.3824
1000,30,2,0,"Film & Video",42.9634,-85.6681
2200,2295,63,2,"Music",40.7143,-74.006
2000,2020,22,0,"Theater",34.0522,-118.244
20000,526,3,0,"Film & Video",40.6461,-111.498
40000,40396,271,22,"Film & Video",40.65,-73.95
3000,3545,94,0,"Theater",39.7392,-104.985
30000,59132.18,385,150,"Fashion",52.5234,13.4114
7500,0,0,0,"Film & Video",42.3314,-83.0458
25000,246541.01,1003,1663,"Games",47.7359,-122.647
10000,4001,21,1,"Games",37.3394,-121.895
30000,2705,29,2,"Food",33.749,-84.388
3000,3165,97,7,"Film & Video",32.803,-96.7699
6500,0,0,0,"Fashion",33.749,-84.388
10000,55,1,0,"Food",33.749,-84.388
5000,6010,55,2,"Art",34.0522,-118.244
1000,1230,13,2,"Publishing",27.9659,-82.8001
12000,12354.36,49,1,"Theater",43.0731,-89.4012
2000,2218,81,4,"Publishing",42.3584,-71.0598
2000,2755,75,3,"Music",37.3394,-121.895
2500,4002,44,0,"Music",40.65,-73.95
1800,0,0,0,"Food",33.749,-84.388
3000,3058,39,0,"Technology",26.4632,-80.087
25000,0,0,0,"Photography",37.7749,-122.419
4000,32,2,0,"Games",35.6009,-82.554
6000,0,0,0,"Music",34.0522,-118.244
3500,56,4,0,"Design",39.7684,-86.158
10000,17922.42,132,41,"Technology",0,0
10000,10045,105,1,"Theater",40.65,-73.95
10000,200542.9,9818,465,"Games",31.2304,121.474
33000,34294.11,353,27,"Film & Video",45.623,-106.667
5000,5535,83,4,"Film & Video",40.65,-73.95
400,1382,36,6,"Technology",45.5235,-122.676
40000,38109,501,15,"Games",39.7684,-86.158
3500,3548.11,78,0,"Film & Video",40.7143,-74.006
3500,3562.08,75,1,"Music",42.0233,-93.6256
660,815,20,1,"Music",48.2325,-101.296
4000,4236.15,76,5,"Music",43.6137,-116.238
22500,2168,55,2,"Comics",41.3811,-70.675
3000,3115,45,1,"Music",39.9523,-75.1638
35000,572891.98,6557,459,"Technology",40.65,-73.95
3500,3710,34,0,"Film & Video",34.0522,-118.244
1500,1595.99,34,1,"Music",37.8044,-122.271
10000,10101,93,1,"Film & Video",35.8881,-106.307
3500,3654,46,4,"Music",30.2672,-97.7431
12000,72941.85,1143,115,"Film & Video",40.0379,-76.3055
3000,0,0,0,"Music",42.2711,-89.094
30000,2905,15,2,"Film & Video",37.7749,-122.419
11000,8549.8,47,8,"Art",39.2904,-76.6122
4000,55,3,2,"Music",34.2073,-84.1402
5000,0,0,0,"Art",27.9659,-82.8001
6000,380,11,0,"Publishing",42.3726,-71.1096
400,0,0,0,"Theater",27.9659,-82.8001
90000,27240,62,0,"Film & Video",34.0522,-118.244
1000,1231,19,9,"Art",39.9612,-82.9988
3000,4501.01,131,6,"Publishing",37.8044,-122.271
6500,1300,9,3,"Publishing",44.0582,-121.315
80000,860,4,0,"Film & Video",43.0117,-88.2315
3000,320,4,0,"Publishing",42.2409,-83.2697
5000,20,1,0,"Art",0,0
5000,5,1,1,"Publishing",44.8547,-93.4708
5000,20,2,0,"Publishing",52.5234,13.4114
20000,465,21,0,"Technology",25.7743,-80.1937
2500,25,1,0,"Publishing",42.3314,-83.0458
3000,105,4,0,"Publishing",40.5187,-74.4121
25000,992,22,0,"Publishing",41.85,-87.6501
5000,7292,40,1,"Music",28.32,-80.6076
2000,2002,23,0,"Art",42.2586,-87.8406
10000,10564,153,5,"Film & Video",47.6062,-122.332
375,0,0,0,"Publishing",37.9577,-121.291
4500,4926,50,3,"Film & Video",34.0522,-118.244
2500,3041,41,9,"Games",40.65,-73.95
3200,3888,54,1,"Art",35.0845,-106.651
15000,16000,196,11,"Film & Video",42.4216,-76.4916
1000,1190.01,17,0,"Theater",40.7143,-74.006
11750,13090,139,16,"Film & Video",40.7143,-74.006
5000,5176,44,0,"Film & Video",40.7143,-74.006
5000,5741.71,43,3,"Film & Video",40.7498,-73.7976
6500,6678,106,1,"Publishing",40.7143,-74.006
50000,41247.33,176,3,"Film & Video",34.0983,-118.326
7000,8678,167,38,"Games",45.5235,-122.676
2000,2114.1,130,0,"Publishing",41.824,-71.4128
40000,8754,86,0,"Film & Video",40.7143,-74.006
30000,17366.5,176,2,"Film & Video",40.7143,-74.006
300,910,20,2,"Food",41.1595,-81.4404
4500,4685,37,1,"Music",38.2009,-84.8733
10000,10125,43,5,"Theater",41.0762,-73.8587
2200,2867,84,1,"Film & Video",27.7306,88.6338
500,10500,226,51,"Games",39.7684,-86.158
1000,2010.22,38,2,"Design",0,0
1500,1610.13,16,0,"Film & Video",34.0522,-118.244
200,220,5,0,"Games",28.5383,-81.3792
5000,5133,82,3,"Music",34.0522,-118.244
3500,3666.22,49,2,"Music",35.4676,-97.5164
1000,1241,25,0,"Film & Video",47.6062,-122.332
40000,44670,442,10,"Film & Video",34.0356,-118.516
3500,3625,39,1,"Music",47.8095,13.055
7000,9287,91,2,"Theater",34.0522,-118.244
700,902,26,3,"Food",40.4198,-79.8501
5000,5878.5,83,6,"Theater",30.2241,-92.0198
1000,1290,22,1,"Publishing",38.5816,-121.494
2000,2245,71,4,"Music",39.1361,-84.5031
500,635,15,0,"Theater",40.7159,-73.9868
250,386,14,3,"Photography",33.749,-84.388
10000,12193,269,23,"Comics",47.6062,-122.332
7000,0,0,0,"Games",37.2872,-121.95
600,752,40,6,"Publishing",21.3549,-158.089
6000,1535,43,0,"Technology",33.9562,-83.988
6000,1036,39,0,"Fashion",47.6588,-117.426
8000,463,3,0,"Fashion",47.6062,-122.332
5000,3125,20,2,"Fashion",37.7749,-122.419
1250,110,4,0,"Technology",37.085,-89.6554
25116,5674,40,0,"Design",40.0503,-105.05
9999,7426,19,0,"Fashion",34.0356,-118.516
6500,6827,165,18,"Comics",42.3584,-71.0598
50000,5243,89,0,"Film & Video",39.988,-80.65
30000,33812.1,553,98,"Games",47.6062,-122.332
2500,2641,36,3,"Music",32.7153,-117.157
500,1260,30,0,"Photography",5.54618,95.3191
1000,1040,26,8,"Music",41.5582,-73.0515
3000,3961,44,4,"Publishing",34.0522,-118.244
6000,8075,86,3,"Dance",34.0522,-118.244
15000,24789,375,42,"Games",33.9562,-83.988
2000,2531,36,0,"Music",38.8403,-97.6114
5000,18770,212,47,"Games",42.9387,-74.1882
25000,34284,395,52,"Games",33.4942,-111.926
7500,7770,52,1,"Art",-34.6406,-58.4926
10500,11119.99,124,22,"Film & Video",39.5296,-119.814
300,559,25,0,"Music",40.7143,-74.006
3500,3580.45,71,12,"Fashion",30.3322,-81.6556
22000,24870,174,9,"Music",37.7749,-122.419
6000,6213,93,0,"Music",38.569,68.7908
1050,1307,44,0,"Publishing",41.0026,-74.0404
5000,5739,80,4,"Art",37.7749,-122.419
6000,0,0,0,"Music",34.2781,-119.197
8750,1901,11,2,"Music",36.1659,-86.7844
1200,200,5,0,"Music",42.3584,-71.0598
2500,651,28,2,"Photography",40.4148,-74.2296
25000,2610,39,2,"Music",44.2317,-103.389
4000,816,7,0,"Film & Video",36.1659,-86.7844
1000,41,5,0,"Games",43.0731,-89.4012
6000,6000,32,0,"Film & Video",40.65,-73.95
999,1035,40,2,"Music",42.3726,-71.1096
5000,15,2,0,"Music",37.6922,-97.3375
150000,15488.1,211,77,"Games",43.3709,-8.39583
13500,2957.66,81,1,"Film & Video",39.9612,-82.9988
50000,325,3,0,"Film & Video",40.7996,-73.3013
6500,0,0,0,"Games",40.4198,-79.8501
5000,75,2,0,"Music",41.4995,-81.6954
30000,1824.46,31,2,"Film & Video",34.0522,-118.244
2500,140,4,0,"Fashion",37.7749,-122.419
6151,1,1,0,"Food",37.7749,-122.419
14000,1508,28,1,"Film & Video",40.7143,-74.006
2000,85,6,0,"Music",32.7153,-117.157
550,70,4,0,"Music",28.5383,-81.3792
1000,6178,169,23,"Design",41.2412,-77.0011
10000,10049.99,131,8,"Music",45.5235,-122.676
2500,3090.5,88,6,"Music",38.7153,-123.453
1500,1516,35,2,"Music",38.2542,-85.7594
8000,10777,57,3,"Food",37.9792,23.7166
3500,3625,66,4,"Music",36.1659,-86.7844
2500,2870,61,1,"Music",34.0522,-118.244
2000,2010,45,0,"Music",42.4414,-84.9242
1500,2450,32,0,"Theater",43.6615,-70.2553
14000,18004,191,20,"Food",37.9792,23.7166
24500,25000,106,3,"Film & Video",34.0522,-118.244
2500,2550,26,0,"Film & Video",40.65,-73.95
450,495,32,2,"Music",42.9634,-85.6681
2100,2250,28,0,"Music",37.7749,-122.419
5000,5365,79,0,"Theater",35.0845,-106.651
30000,38615,250,6,"Music",41.7355,-111.834
2000,2156,35,3,"Film & Video",0,0
8000,595,17,1,"Music",40.8584,-74.1638
10000,71,4,0,"Games",42.3584,-71.0598
12600,1723,17,0,"Film & Video",41.5048,-73.9696
3000,481,6,1,"Film & Video",41.85,-87.6501
75000,718,8,0,"Film & Video",34.0522,-118.244
3000,600,4,0,"Film & Video",34.1358,-117.899
15000,0,0,0,"Food",39.5296,-119.814
5000,9145,190,1,"Music",36.6946,-80.8752
3000,95,4,0,"Food",35.7327,-78.8503
9000,2295,24,0,"Film & Video",33.4942,-111.926
240,106,9,0,"Art",33.0146,-97.097
1000,10,1,0,"Comics",32.9537,-96.8903
5000,5685,103,11,"Music",36.1659,-86.7844
28000,30512.5,567,31,"Theater",41.85,-87.6501
1000,15,1,0,"Film & Video",34.0007,-81.0348
3000,6300,51,0,"Film & Video",41.85,-87.6501
150000,620,14,0,"Games",34.0522,-118.244
10000,10902.36,164,4,"Music",32.803,-96.7699
10000,8839,125,0,"Film & Video",8.1489,35.5369
5000,2445,52,0,"Food",40.4141,-111.759
1000,2225,11,0,"Film & Video",37.2153,-93.2982
15000,12076,77,1,"Film & Video",40.7143,-74.006
25000,659,12,0,"Film & Video",34.9942,-85.3494
156000,1188,34,2,"Games",36.154,-95.9928
3300,2820,51,4,"Theater",32.7766,-79.9309
13000,458,22,2,"Film & Video",55.8656,-4.25722
12500,13178.22,38,3,"Music",29.7629,-95.3831
2500,2530,30,1,"Art",40.7143,-74.006
7000,9892.49,228,23,"Publishing",40.65,-73.95
1500,2601,39,1,"Art",30.2672,-97.7431
650,655,15,0,"Theater",39.0483,-95.678
7500,7613.15,97,33,"Games",27.9494,-82.4651
4500,8128,111,23,"Design",41.85,-87.6501
1000,7538,247,35,"Games",33.749,-84.388
2500,2611,90,2,"Art",42.3314,-83.0458
10000,11204,195,4,"Food",37.7749,-122.419
7700,0,0,0,"Design",40.7143,-74.006
500,595,21,0,"Theater",42.3086,-83.4822
5000,14,2,0,"Art",28.292,-81.4076
1000,0,0,0,"Fashion",40.799,-76.8622
2000,2120.5,79,12,"Music",32.803,-96.7699
9999,1490.11,25,0,"Theater",39.9612,-82.9988
5000,3510.03,51,2,"Theater",44.4759,-73.2121
5000,727,14,0,"Music",40.2677,-76.6903
18000,2688,34,0,"Film & Video",34.0522,-118.244
3500,1856,26,0,"Music",36.3302,-119.292
925,150,2,0,"Film & Video",41.85,-87.6501
1000,693,23,3,"Games",35.6009,-82.554
7000,7668,65,0,"Film & Video",40.7143,-74.006
16500,300,6,0,"Music",42.439,-123.328
945,220,2,0,"Art",34.0522,-118.244
6000,6021.01,50,3,"Film & Video",34.0522,-118.244
815,871,20,0,"Film & Video",38.647,-90.225
6000,6717,92,0,"Film & Video",37.7749,-122.419
6000,6047,76,2,"Film & Video",34.0522,-118.244
2000,2185,21,0,"Film & Video",40.65,-73.95
5000,10626,143,6,"Film & Video",34.0522,-118.244
10000,10062,90,11,"Film & Video",36.2946,-76.251
7500,8437.34,150,6,"Publishing",34.0522,-118.244
400,670,11,0,"Film & Video",34.0522,-118.244
10000,13937.33,502,66,"Games",28.3253,-81.5331
5800,6056,109,6,"Theater",55.9502,-3.18754
5000,5500,113,9,"Food",29.9647,-90.0706
1200,1495,30,0,"Theater",38.9807,-77.1003
5000,5065.3,140,6,"Art",40.7143,-74.006
6500,6779,118,6,"Dance",37.7749,-122.419
1500,1630,14,0,"Film & Video",42.6526,-73.7562
1000,1155,24,0,"Music",40.7143,-74.006
1000,1551,37,5,"Film & Video",43.7639,-73.7589
300,300.01,12,3,"Publishing",33.749,-84.388
10000,101,2,0,"Art",33.8361,-81.1637
10000,10001.01,28,1,"Film & Video",40.7143,-74.006
1000,461,7,0,"Music",44.9442,-93.0861
15000,1662,27,5,"Film & Video",40.7143,-74.006
25000,200,2,0,"Publishing",32.803,-96.7699
25000,5589,91,4,"Design",40.2737,-76.8844
1500,259,18,1,"Film & Video",38.647,-90.225
2500,168532.7,4975,703,"Design",47.6062,-122.332
12444,12929.35,229,33,"Film & Video",40.65,-73.95
10000,10115.54,107,0,"Food",40.65,-73.95
3800,5121.01,84,4,"Art",41.85,-87.6501
12000,14117.44,347,31,"Art",34.1808,-118.309
10000,10836,185,6,"Music",40.65,-73.95
2000,2020,39,2,"Theater",50.1006,14.3954
3000,3375,92,7,"Film & Video",40.65,-73.95
7000,7990,92,3,"Film & Video",45.5235,-122.676
12000,12668,202,27,"Film & Video",40.65,-73.95
12500,15292,218,8,"Film & Video",40.65,-73.95
750,931,27,2,"Publishing",43.1979,-70.8737
2000,2480,18,8,"Film & Video",34.0522,-118.244
1200,1255,23,3,"Music",37.271,-79.9414
5000,5106,42,0,"Film & Video",33.7878,-117.853
386,388,12,0,"Art",25.7743,-80.1937
5000,5415,58,1,"Art",41.85,-87.6501
5000,6043,70,0,"Film & Video",34.0522,-118.244
3200,0,0,0,"Music",28.5383,-81.3792
1400,70,2,0,"Music",47.6062,-122.332
12500,340,4,0,"Food",34.2024,-119.18
8500,1958.01,74,10,"Technology",39.2191,-121.061
999,420,10,1,"Design",42.3584,-71.0598
10000,25,1,0,"Film & Video",37.8044,-122.271
3500,4000,21,1,"Art",42.9634,-85.6681
10000,10120,146,6,"Film & Video",34.1397,-118.035
5000,5045.99,51,1,"Design",40.7143,-74.006
2000,4896,69,26,"Design",30.158,-95.4894
4200,4522.01,61,8,"Art",40.6516,-119.355
3500,3525,15,4,"Film & Video",40.7159,-73.9868
60000,19437,232,7,"Design",44.9442,-93.0861
20000,6528,42,1,"Design",40.7608,-111.891
3800,83,6,0,"Comics",47.6062,-122.332
45000,460,9,2,"Technology",37.3394,-121.895
1000,70,7,0,"Art",30.2672,-97.7431
6000,1124.34,30,0,"Music",40.7143,-74.006
5000,1385,13,0,"Publishing",33.749,-84.388
2500,2720.48,34,5,"Music",34.0522,-118.244
600,899,18,0,"Publishing",35.1433,-82.6431
400,602,25,0,"Music",37.5351,-77.5855
2000,3185,30,0,"Music",36.9115,-76.2008
5000,250,1,0,"Film & Video",40.4198,-79.8501
2500,2810,68,8,"Publishing",45.5235,-122.676
2000,2000,26,0,"Film & Video",38.7521,-121.288
2500,2590,36,1,"Film & Video",38.3365,-75.0849
6500,17032.66,353,72,"Comics",33.8883,-118.309
1500,1501.5,30,0,"Publishing",38.9907,-77.0261
1800,1927,67,1,"Art",40.7001,-73.9057
5000,7058,55,1,"Film & Video",64.1353,-21.8952
3000,3250,24,0,"Film & Video",40.65,-73.95
4000,4010,50,2,"Food",40.3166,-77.0219
480,884,41,5,"Music",37.8044,-122.271
1300,1370,18,0,"Art",39.9042,116.407
2500,4899.92,109,5,"Publishing",51.5586,-0.197855
6500,7673.5,125,15,"Publishing",48.4286,-123.366
3500,3520,49,4,"Theater",4.59806,-74.0758
1000,1781,76,10,"Technology",47.6272,9.90654
4400,4437,28,2,"Art",40.7608,-111.891
4500,4896,65,0,"Film & Video",40.65,-73.95
5000,160,3,0,"Film & Video",34.2572,-118.601
3000,50,1,0,"Art",44.1636,-93.9994
6000,6925,131,36,"Publishing",37.4419,-122.143
700000,2485506.3,24346,40363,"Games",25.7743,-80.1937
15000,12499,298,61,"Games",33.4484,-112.074
5000,461,35,2,"Games",53.1897,-1.29305
200000,123767.61,1040,114,"Film & Video",34.0522,-118.244
2100,1038,19,0,"Publishing",43.6137,-116.238
15000,25034,328,21,"Publishing",44.98,-93.2638
750,850,21,1,"Photography",32.0835,-81.0998
2500,2970,79,3,"Dance",37.8716,-122.273
3000,3241,20,6,"Games",42.3314,-83.0458
3000,3325,36,3,"Art",39.7392,-104.985
1500,2265,68,2,"Dance",40.015,-105.271
1700,2205.69,43,2,"Art",41.85,-87.6501
2000,2380,47,2,"Theater",40.65,-73.95
10000,11035,124,12,"Art",33.8353,-117.915
7500,7841,85,10,"Photography",40.6957,-73.3257
1200,1823,40,0,"Art",-22.8089,-43.2436
15000,21604.29,295,10,"Film & Video",38.2542,-85.7594
5512,5816,41,5,"Fashion",40.7143,-74.006
2000,6213,41,22,"Design",40.7143,-74.006
1000,1000,17,0,"Publishing",40.7448,-73.9487
500,1000,24,3,"Theater",39.0993,-76.8483
60000,67570.55,638,222,"Design",39.7589,-84.1916
1200,1326,34,0,"Art",40.1106,-88.2073
5000,5258,49,1,"Film & Video",34.0522,-118.244
6110,6610,22,6,"Fashion",43.6615,-70.2553
7000,7766,76,6,"Design",45.5235,-122.676
7000,13725,51,16,"Fashion",-34.6406,-58.4926
11500,11911,68,1,"Publishing",43.2359,-87.9893
10000,10685,94,15,"Design",43.55,-96.7003
1200,1941,24,2,"Art",40.7159,-73.9868
25000,27344.01,238,25,"Food",38.5449,-121.741
25000,25004,189,3,"Film & Video",42.3584,-71.0598
12500,13310,183,5,"Publishing",34.5285,69.1717
9800,11280,122,1,"Photography",34.5285,69.1717
20000,27274.78,224,0,"Film & Video",41.85,-87.6501
500,1275,20,2,"Publishing",34.5285,69.1717
7900,8000,31,3,"Publishing",30.2672,-97.7431
2500,7813,169,5,"Publishing",30.2672,-97.7431
20000,20508.5,252,4,"Photography",34.5285,69.1717
750,1000.11,38,3,"Publishing",42.3584,-71.0598
5000,5270,39,0,"Art",47.3293,-122.58
1200,1500,32,2,"Music",34.0522,-118.244
12000,12076,56,0,"Film & Video",40.65,-73.95
3000,120,3,0,"Games",36.9115,-76.2008
15000,20,1,0,"Film & Video",34.0983,-118.326
1500,200,1,0,"Music",37.7031,-85.8649
10000,1760,12,0,"Film & Video",41.8314,12.4779
5000,10,1,0,"Games",30.2672,-97.7431
7500,71664.62,476,175,"Design",33.5225,-117.708
950000,8596474.58,63416,23792,"Games",34.0522,-118.244
500,1127,28,1,"Design",33.4484,-112.074
5000,176,8,1,"Film & Video",36.1146,-115.173
2500,2590,65,2,"Film & Video",41.3748,-83.6513
3200,3608,75,1,"Dance",39.9523,-75.1638
42000,167410.02,290,226,"Technology",34.1478,-118.145
2000,95,6,0,"Fashion",38.5816,-121.494
12500,2440,42,0,"Publishing",34.2073,-84.1402
3000,310,5,0,"Publishing",42.3314,-83.0458
15000,5653,8,0,"Music",42.3584,-71.0598
